Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Nearest Station,Distance to Nearest Station in km
Abbotsbury,-33.8692846,150.8667029,Orchid House,-33.87644877623281,150.87734584422387,Thai Restaurant,Cabramatta Railway Station,5.805052426323611
Abbotsbury,-33.8692846,150.8667029,McDonald's,-33.888235611539386,150.88175224821254,Fast Food Restaurant,Cabramatta Railway Station,4.991600826606859
Abbotsbury,-33.8692846,150.8667029,Thai Orchard House,-33.877573,150.882771,Thai Restaurant,Cabramatta Railway Station,5.298810778959887
Abbotsbury,-33.8692846,150.8667029,Pisa Cakes,-33.876193,150.876837,Dessert Shop,Cabramatta Railway Station,5.859627111023519
Abbotsbury,-33.8692846,150.8667029,Giglio's Fresh Chickens,-33.88615328274844,150.87016711693096,Fried Chicken Joint,Cabramatta Railway Station,6.085687759418781
Abbotsbury,-33.8692846,150.8667029,BP,-33.843734,150.863201,Gas Station,Rooty Hill Railway Station,8.570093030155492
Abbotsbury,-33.8692846,150.8667029,Cecil Hills Takeaway Cafe,-33.88746145108704,150.84941660546818,Café,Liverpool Railway Station,7.903304951918227
Abbotsbury,-33.8692846,150.8667029,Caffe Cherry Beans,-33.88598170627618,150.88924487984244,Café,Cabramatta Railway Station,4.39225692679542
Abbotsbury,-33.8692846,150.8667029,Gong Cha,-33.88636,150.88934,Bubble Tea Shop,Cabramatta Railway Station,4.370928156261001
Abbotsbury,-33.8692846,150.8667029,Crust Gourmet Pizza Bar,-33.888126,150.882251,Pizza Place,Cabramatta Railway Station,4.94953266650112
Abbotsbury,-33.8692846,150.8667029,Mili & Co,-33.887232,150.848412,Café,Liverpool Railway Station,7.997499985212491
Abbotsbury,-33.8692846,150.8667029,Manaqish House,-33.871265,150.89034,Bakery,Cabramatta Railway Station,5.062522096018827
Abbotsbury,-33.8692846,150.8667029,Fratelli's Italian Restaurant,-33.867550750328455,150.88215646351986,Italian Restaurant,Cabramatta Railway Station,5.916761866445743
Abbotsbury,-33.8692846,150.8667029,Pho Cô Hai,-33.88449,150.89236,Vietnamese Restaurant,Cabramatta Railway Station,4.178276752949639
Abbotsbury,-33.8692846,150.8667029,Harvest Cafe,-33.88294796712915,150.86996266449628,Café,Cabramatta Railway Station,6.192942503772896
Abbotsbury,-33.8692846,150.8667029,Xi Yan,-33.883327,150.891882,Chinese Restaurant,Cabramatta Railway Station,4.268185410679315
Abbotsbury,-33.8692846,150.8667029,Lucky Thai & Lao,-33.884459420025806,150.89285947708265,Thai Restaurant,Cabramatta Railway Station,4.136710365939483
Abbotsbury,-33.8692846,150.8667029,Sea Master,-33.88673156536599,150.88793849615067,Fish & Chips Shop,Cabramatta Railway Station,4.482270016915862
Abbotsbury,-33.8692846,150.8667029,Maison Coffee,-33.87153,150.89044,Café,Cabramatta Railway Station,5.037615753481257
Abbotsbury,-33.8692846,150.8667029,HARV.est Cafe and Bar,-33.88636695177758,150.87015231299523,Café,Cabramatta Railway Station,6.081776816054445
Abbotsford,-33.8505529,151.129759,Trovatino Cafe,-33.85763952727476,151.13107788682234,Café,Croydon Railway Station,2.655396152089529
Abbotsford,-33.8505529,151.129759,The Grindhouse Cafe,-33.85135,151.15362,Café,Wollstonecraft Railway Station,4.397556335388501
Abbotsford,-33.8505529,151.129759,Village Bakery,-33.869912,151.129249,Bakery,Croydon Railway Station,1.531089658208555
Abbotsford,-33.8505529,151.129759,Appetite,-33.868194,151.129534,Café,Croydon Railway Station,1.6680401630391708
Abbotsford,-33.8505529,151.129759,Cafe Elation,-33.8301,151.12642,Café,Concord West Railway Station,3.490715348838678
Abbotsford,-33.8505529,151.129759,Nield Park Pavilion,-33.86466131284446,151.14478453017418,Café,Croydon Railway Station,3.06061487010349
Abbotsford,-33.8505529,151.129759,Boronia Bakehouse,-33.82227558175694,151.1341903572605,Bakery,Meadowbank Railway Station,4.261036708300617
Abbotsford,-33.8505529,151.129759,Breakfast Baked Goods & Wholefoods,-33.842026,151.10757,Café,Concord West Railway Station,1.4383897983928833
Abbotsford,-33.8505529,151.129759,Charlotte Cafe,-33.856143,151.14648,Café,Croydon Railway Station,3.7280281388486873
Abbotsford,-33.8505529,151.129759,Dos Señoritas,-33.832645,151.127622,Mexican Restaurant,Concord West Railway Station,3.4870442781910196
Abbotsford,-33.8505529,151.129759,Boronia Kitchen,-33.82097,151.13453,Australian Restaurant,Meadowbank Railway Station,4.276665970965159
Abbotsford,-33.8505529,151.129759,Prima Cucina,-33.85987,151.142451,Italian Restaurant,Croydon Railway Station,3.1772489808217803
Abbotsford,-33.8505529,151.129759,Unwritten Bookshop Cafe,-33.82205785309875,151.134786203605,Café,Meadowbank Railway Station,4.3127500875364655
Abbotsford,-33.8505529,151.129759,McDonald's,-33.8502016144458,151.1533814857012,Fast Food Restaurant,Wollstonecraft Railway Station,4.360312873173155
Abbotsford,-33.8505529,151.129759,McDonald's,-33.86979379629414,151.1144986400794,Fast Food Restaurant,Croydon Railway Station,0.895858368576654
Abbotsford,-33.8505529,151.129759,McDonald's,-33.873970287470925,151.12700543473437,Fast Food Restaurant,Croydon Railway Station,1.1312291159440215
Abbotsford,-33.8505529,151.129759,Paperboy Concord,-33.844887,151.10735,Café,Concord West Railway Station,1.4253068304276422
Abbotsford,-33.8505529,151.129759,Club Five Dock RSL,-33.8699283514254,151.12957038489813,Sports Bar,Croydon Railway Station,1.5544880415402045
Abbotsford,-33.8505529,151.129759,Pasticceria Papa,-33.88036979291894,151.1389141901686,Bakery,Summer Hill Railway Station,1.460566583969391
Abbotsford,-33.8505529,151.129759,Rocco's Cafe,-33.86675422898259,151.1300340285341,Mediterranean Restaurant,Croydon Railway Station,1.808389130739722
Acacia Gardens,-33.7324595,150.9125321,Red Rooster,-33.72972619938839,150.9216975513693,Fast Food Restaurant,Marayong Railway Station,3.4988376297243557
Acacia Gardens,-33.7324595,150.9125321,Eagle Boys Pizza,-33.74328933531272,150.92287392787543,Pizza Place,Marayong Railway Station,2.9334514011874875
Acacia Gardens,-33.7324595,150.9125321,Leaf Cafe & Co,-33.70568971166749,150.91145309580506,Coffee Shop,Schofields Railway Station,3.4888836665017187
Acacia Gardens,-33.7324595,150.9125321,Hungry Jack's,-33.72513300617564,150.9391799988788,Fast Food Restaurant,Marayong Railway Station,5.120534831377637
Acacia Gardens,-33.7324595,150.9125321,McDonald's,-33.744329715511704,150.91616316261354,Fast Food Restaurant,Marayong Railway Station,2.302926670917544
Acacia Gardens,-33.7324595,150.9125321,Chicken Run,-33.72641,150.88485,Fried Chicken Joint,Quakers Hill Railway Station,1.049774796117569
Acacia Gardens,-33.7324595,150.9125321,Franky And Co,-33.743346,150.923169,Café,Marayong Railway Station,2.9586684800448944
Acacia Gardens,-33.7324595,150.9125321,Simply Seafood,-33.742776055951744,150.9234874998415,Seafood Restaurant,Marayong Railway Station,3.0017879536898833
Acacia Gardens,-33.7324595,150.9125321,Ribs & Burgers,-33.71893575403913,150.92021160424412,Burger Joint,Quakers Hill Railway Station,4.192616943648164
Acacia Gardens,-33.7324595,150.9125321,Savariya,-33.72708,150.88531,North Indian Restaurant,Quakers Hill Railway Station,1.0115181369901118
Acacia Gardens,-33.7324595,150.9125321,Seafood Wizard,-33.72665970653197,150.90457677841187,Fast Food Restaurant,Quakers Hill Railway Station,2.5283180081905265
Acacia Gardens,-33.7324595,150.9125321,Marayong Take Away,-33.746466,150.900168,Australian Restaurant,Marayong Railway Station,0.8174914075046863
Acacia Gardens,-33.7324595,150.9125321,Love Char Grill,-33.71860646714002,150.9202889990481,Middle Eastern Restaurant,Quakers Hill Railway Station,4.21431782600038
Acacia Gardens,-33.7324595,150.9125321,Chong Co,-33.71776,150.92087,Asian Restaurant,Quakers Hill Railway Station,4.302944657638688
Acacia Gardens,-33.7324595,150.9125321,18 Grams,-33.718709,150.919615,Café,Quakers Hill Railway Station,4.152952564466396
Acacia Gardens,-33.7324595,150.9125321,Oliver Brown,-33.7056814597363,150.91131682001898,Café,Schofields Railway Station,3.4762499068125847
Acacia Gardens,-33.7324595,150.9125321,Black Bear BBQ,-33.752365,150.910613,BBQ Joint,Marayong Railway Station,1.7622540543305003
Acacia Gardens,-33.7324595,150.9125321,The Coffee Club,-33.71939975631386,150.92030036127662,Café,Quakers Hill Railway Station,4.1791715418172775
Acacia Gardens,-33.7324595,150.9125321,The Corner Shop Cafe,-33.72693,150.90462,Café,Quakers Hill Railway Station,2.5219536602640327
Acacia Gardens,-33.7324595,150.9125321,Michel's Patisserie,-33.74305,150.923324,Coffee Shop,Marayong Railway Station,2.9799985266202915
Airds,-34.09,150.8261111,Amraya,-34.087048,150.832165,Pizza Place,Campbelltown Railway Station,2.8065288516004996
Airds,-34.09,150.8261111,Ah Dar’s,-34.075577,150.824343,Fish & Chips Shop,Campbelltown Railway Station,1.3654799062952008
Airds,-34.09,150.8261111,Boost Juice,-34.0691758366667,150.81142683506022,Juice Bar,Campbelltown Railway Station,1.0432408484341806
Airds,-34.09,150.8261111,McDonald's,-34.07119815206289,150.8105515079162,Fast Food Restaurant,Macarthur Railway Station,1.233814270083466
Airds,-34.09,150.8261111,Platinum Grill,-34.068883,150.8103,Diner,Campbelltown Railway Station,1.1118385467572207
Airds,-34.09,150.8261111,Domino's Pizza,-34.07164,150.81042,Pizza Place,Macarthur Railway Station,1.2191909885844752
Airds,-34.09,150.8261111,Kings Charcoal Chicken,-34.064287878502164,150.816427095038,Fast Food Restaurant,Campbelltown Railway Station,0.3915123911825092
Airds,-34.09,150.8261111,Centre Court Takeaway Café,-34.065809373328925,150.81509991485422,Café,Campbelltown Railway Station,0.5600289244879239
Airds,-34.09,150.8261111,Waminda Bakery,-34.07193046523193,150.8296216110751,Bakery,Campbelltown Railway Station,1.2358942101351098
Airds,-34.09,150.8261111,Thai Centric,-34.07456843365583,150.8047167421323,Thai Restaurant,Macarthur Railway Station,0.7503754418108776
Airds,-34.09,150.8261111,Flour Power Bakery,-34.072615,150.842454,Bakery,Leumeah Railway Station,2.093418269688929
Airds,-34.09,150.8261111,Franky & Co,-34.06839,150.810432,Coffee Shop,Campbelltown Railway Station,1.0737520827744569
Airds,-34.09,150.8261111,KFC,-34.071027347618156,150.81072249417988,Fast Food Restaurant,Campbelltown Railway Station,1.2230563184624015
Airds,-34.09,150.8261111,Domino’s Pizza,-34.084057,150.813071,Pizza Place,Macarthur Railway Station,1.9851742891185302
Airds,-34.09,150.8261111,El Jannah,-34.071202309255135,150.81014897781543,Lebanese Restaurant,Macarthur Railway Station,1.1968010908458953
Airds,-34.09,150.8261111,St Helens Park Fish & Chips,-34.09749,150.81357,Australian Restaurant,Macarthur Railway Station,3.2121515630245723
Airds,-34.09,150.8261111,Court Tavern Choiky,-34.06475,150.814927,Chinese Restaurant,Campbelltown Railway Station,0.5370916207025292
Airds,-34.09,150.8261111,Three Star Take Away,-34.07299,150.84189,Pizza Place,Leumeah Railway Station,2.1226552250814748
Alexandria,-33.9091568,151.1921281,The Grounds of Alexandria,-33.91077412580883,151.194405534518,Café,Green Square Railway Station,0.8989159769143469
Alexandria,-33.9091568,151.1921281,Cafe Without A Name,-33.90347502882219,151.19878003283864,Café,Green Square Railway Station,0.45340556411192623
Alexandria,-33.9091568,151.1921281,Coward Corner,-33.924051,151.186715,Café,Mascot Railway Station,0.9524866486747796
Alexandria,-33.9091568,151.1921281,Coffee Nook On Swanson,-33.900275,151.189417,Coffee Shop,Erskineville Railway Station,0.3803050612563558
Alexandria,-33.9091568,151.1921281,RaRa Ramen,-33.89261010890802,151.20028003213176,Ramen Restaurant,Redfern Railway Station,0.35038962966973247
Alexandria,-33.9091568,151.1921281,McDonald’s,-33.905933,151.203319,Fast Food Restaurant,Green Square Railway Station,0.0866747827475216
Alexandria,-33.9091568,151.1921281,Azuki,-33.89861001347658,151.17560136428352,Bakery,Newtown Railway Station,0.5063488428135495
Alexandria,-33.9091568,151.1921281,Hungry Chefs,-33.9011805,151.20972189999998,Café,Green Square Railway Station,0.8737843081396846
Alexandria,-33.9091568,151.1921281,Yolk,-33.90419412899871,151.18604517180006,Café,Erskineville Railway Station,0.22493471943557222
Alexandria,-33.9091568,151.1921281,Longmenzhu,-33.922127,151.18602,Chinese Restaurant,St Peters Railway Station,1.1275274095118186
Alexandria,-33.9091568,151.1921281,Plus Two,-33.900661,151.212414,Coffee Shop,Green Square Railway Station,1.107770849119196
Alexandria,-33.9091568,151.1921281,Bowan Island Bakery,-33.9056972028633,151.2127097703394,Bakery,Green Square Railway Station,0.9497637592718869
Alexandria,-33.9091568,151.1921281,McDonald's,-33.91417133857871,151.1779422990406,Fast Food Restaurant,St Peters Railway Station,0.2471300836909549
Alexandria,-33.9091568,151.1921281,Oratnek,-33.89003107838517,151.20440981595934,Café,Redfern Railway Station,0.3435393365658058
Alexandria,-33.9091568,151.1921281,Little Evie,-33.89274759856608,151.2142914533615,Café,Redfern Railway Station,0.9480461807479037
Alexandria,-33.9091568,151.1921281,Deus Ex Machina,-33.88616669891152,151.179265688966,Motorcycle Shop,Newtown Railway Station,1.1092828163580524
Alexandria,-33.9091568,151.1921281,Sugarbaby Cafe,-33.92293072788345,151.18723031214876,Café,Mascot Railway Station,0.9933037897747694
Alexandria,-33.9091568,151.1921281,The Italian Bowl,-33.89594751842793,151.18087659000463,Italian Restaurant,Newtown Railway Station,0.06605627429055712
Alexandria,-33.9091568,151.1921281,Gelato Messina,-33.91821,151.2031,Ice Cream Shop,Green Square Railway Station,1.3369907900051523
Alexandria,-33.9091568,151.1921281,McDonald's,-33.90169621927661,151.20151821545278,Fast Food Restaurant,Green Square Railway Station,0.5077806398028692
Alfords Point,-33.9839091,151.0241615,Stacys Alfords Point,-33.994343,151.025356,Burger Joint,Como Railway Station,4.093342849861096
Alfords Point,-33.9839091,151.0241615,Gloria Jean's Coffees,-33.952126,151.012967,Coffee Shop,Revesby Railway Station,0.9408697439843544
Alfords Point,-33.9839091,151.0241615,Revesby Abby,-33.961271,151.026635,Fast Food Restaurant,Padstow Railway Station,1.425920989939721
Alfords Point,-33.9839091,151.0241615,My house,-33.974578,151.005722,French Restaurant,East Hills Railway Station,2.241573212265164
Alfords Point,-33.9839091,151.0241615,Rio Grande,-33.953466,151.015745,Food,Revesby Railway Station,1.1032513711890581
Alfords Point,-33.9839091,151.0241615,Java Lounge,-33.9541543294677,151.01795580284465,Café,Revesby Railway Station,1.2277070870798845
Alfords Point,-33.9839091,151.0241615,Picnic Point Chinese,-33.97024,151.00819,Chinese Restaurant,East Hills Railway Station,2.1411038923545624
Alfords Point,-33.9839091,151.0241615,Subway,-33.95195283600997,151.0130373017233,Sandwich Place,Revesby Railway Station,0.9212028558824997
Alfords Point,-33.9839091,151.0241615,Blue Ocean,-33.953506,151.015715,Cantonese Restaurant,Revesby Railway Station,1.1071716541733212
Alfords Point,-33.9839091,151.0241615,The Chook Shack,-33.953049,151.014922,Fried Chicken Joint,Revesby Railway Station,1.046838523561966
Alfords Point,-33.9839091,151.0241615,The Shop Picnic Point,-33.97102,151.00039,Burger Joint,East Hills Railway Station,1.612707257876859
Alfords Point,-33.9839091,151.0241615,Lugarno Cafe Carwash,-33.97791,151.04687,Car Wash,Mortdale Railway Station,2.615738847018312
Alfords Point,-33.9839091,151.0241615,Gumbuya,-33.997932,151.0434,Restaurant,Como Railway Station,2.3850879539589998
Alfords Point,-33.9839091,151.0241615,Lugarno Gourmet Deli Cafe,-33.97571363979278,151.0477024142969,Deli / Bodega,Mortdale Railway Station,2.443987887273399
Alfords Point,-33.9839091,151.0241615,Lugarno Pizzeria,-33.97508,151.0475,Pizza Place,Mortdale Railway Station,2.435339277023634
Alfords Point,-33.9839091,151.0241615,Elatte Cafe,-33.96829,151.03511,Café,Padstow Railway Station,2.218131436914553
Alfords Point,-33.9839091,151.0241615,The Heights Cafe,-33.965595,151.018952,Café,Padstow Railway Station,2.1348399513724963
Alfords Point,-33.9839091,151.0241615,Bon Appetite,-33.95176889505312,151.0136923103911,Café,Revesby Railway Station,0.898603677762342
Alfords Point,-33.9839091,151.0241615,Rocksalt Tapas & Wine Bar,-34.01216,151.017093,Restaurant,Sutherland Railway Station,4.228150808485416
Allambie Heights,-33.770506700000006,151.249675,Mr Grigors,-33.766243,151.25055,Café,Roseville Railway Station,6.528862978815488
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.76208373021749,151.27456679583543,Fast Food Restaurant,Roseville Railway Station,8.79149407853373
Allambie Heights,-33.770506700000006,151.249675,Staple Bread & Necessities,-33.791515,151.243508,Bakery,Roseville Railway Station,5.703137500162548
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.749902620337664,151.224431442015,Fast Food Restaurant,Roseville Railway Station,5.3026700809953144
Allambie Heights,-33.770506700000006,151.249675,KFC,-33.75161726233065,151.24427437014972,Fast Food Restaurant,Roseville Railway Station,6.65377707270367
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.75420567339641,151.26072120142422,Fast Food Restaurant,Roseville Railway Station,7.872627027498745
Allambie Heights,-33.770506700000006,151.249675,Roseberry Street Cafe,-33.790208,151.26706,Café,North Sydney Railway Station,7.401319531017783
Allambie Heights,-33.770506700000006,151.249675,Chargrill Charlie's,-33.7505,151.22406,Fried Chicken Joint,Roseville Railway Station,5.232147626911098
Allambie Heights,-33.770506700000006,151.249675,Bally Bakeshop North Balgowlah,-33.79254913330078,151.24755859375,Bakery,North Sydney Railway Station,5.9927010949784005
Allambie Heights,-33.770506700000006,151.249675,Aggy’s Corner,-33.79056,151.26149,Café,North Sydney Railway Station,7.004631428023526
Allambie Heights,-33.770506700000006,151.249675,The Calamari Kid,-33.77247,151.27954,Fish & Chips Shop,Roseville Railway Station,9.019373419048174
Allambie Heights,-33.770506700000006,151.249675,KFC,-33.78630840251363,151.26663295480165,Fast Food Restaurant,North Sydney Railway Station,7.67496161090203
Allambie Heights,-33.770506700000006,151.249675,Nine Yards Coffee,-33.764354,151.267009,Coffee Shop,Roseville Railway Station,8.051442942815271
Allambie Heights,-33.770506700000006,151.249675,Four Brothers Espresso,-33.793502105934905,151.25058808649578,Café,North Sydney Railway Station,6.084489804297996
Allambie Heights,-33.770506700000006,151.249675,Café Lélunar,-33.767398,151.264972,Café,Roseville Railway Station,7.788664690539401
Allambie Heights,-33.770506700000006,151.249675,Bakers Delight,-33.76854483507224,151.26657668713446,Bakery,Roseville Railway Station,7.907170085707035
Allambie Heights,-33.770506700000006,151.249675,The Thai,-33.750838,151.243899,Thai Restaurant,Roseville Railway Station,6.669696619591614
Allambie Heights,-33.770506700000006,151.249675,Elk+Bean,-33.766925,151.26239,Café,Roseville Railway Station,7.567911335180517
Allambie Heights,-33.770506700000006,151.249675,Berkelo,-33.76796,151.26933,Bakery,Roseville Railway Station,8.169531906611669
Allambie Heights,-33.770506700000006,151.249675,Fuel,-33.76300905611589,151.27173902570715,Café,Roseville Railway Station,8.512369774867476
Allawah,-33.969629299999994,151.11428469999998,Golden Sands Restaurant,-33.96757319999051,151.1073328140971,Cantonese Restaurant,Allawah Railway Station,0.6806427638983293
Allawah,-33.969629299999994,151.11428469999998,McDonald's,-33.99113787332165,151.13299901920183,Fast Food Restaurant,Carlton Railway Station,2.6646643569415223
Allawah,-33.969629299999994,151.11428469999998,McDonald's,-33.957002312862876,151.13751284645767,Fast Food Restaurant,Rockdale Railway Station,0.40259262191551237
Allawah,-33.969629299999994,151.11428469999998,Gyradiko,-33.94503502476137,151.12835629537798,Greek Restaurant,Banksia Railway Station,1.1121261620265168
Allawah,-33.969629299999994,151.11428469999998,Starbucks,-33.96598,151.10582,Coffee Shop,Hurstville Railway Station,0.7728142884721028
Allawah,-33.969629299999994,151.11428469999998,The Good Filo,-33.98512,151.13645,Greek Restaurant,Carlton Railway Station,2.1772639194971264
Allawah,-33.969629299999994,151.11428469999998,Common Ground Cafe and kitchen,-33.96652778596613,151.10366552563642,Café,Hurstville Railway Station,0.7153984254102024
Allawah,-33.969629299999994,151.11428469999998,Red Rooster,-33.978570843870784,151.12237644987536,Fast Food Restaurant,Carlton Railway Station,1.1656995131720764
Allawah,-33.969629299999994,151.11428469999998,Fun House Ma La Tang 小欢喜麻辣烫,-33.967121056676746,151.10284566879272,Chinese Restaurant,Hurstville Railway Station,0.7491158126357028
Allawah,-33.969629299999994,151.11428469999998,18 Gram Espresso Coffee Project,-33.96687087190178,151.10233144014038,Café,Hurstville Railway Station,0.7090713335516964
Allawah,-33.969629299999994,151.11428469999998,Love Of Beans,-33.96887,151.1248,Café,Carlton Railway Station,0.0760113535306172
Allawah,-33.969629299999994,151.11428469999998,Hong Kong Delight,-33.96762732638181,151.10278959525013,Chinese Restaurant,Hurstville Railway Station,0.8014363472509412
Allawah,-33.969629299999994,151.11428469999998,The Italian Job Cafe,-33.97247,151.0943,Italian Restaurant,Penshurst Railway Station,1.2103409300201886
Allawah,-33.969629299999994,151.11428469999998,Sunny Harbour Seafood,-33.96590262238162,151.1024177253732,Chinese Restaurant,Hurstville Railway Station,0.608066278058977
Allawah,-33.969629299999994,151.11428469999998,Canton Noodle House,-33.96714448419305,151.10518388273002,Chinese Restaurant,Hurstville Railway Station,0.8427452210215765
Allawah,-33.969629299999994,151.11428469999998,Kafe Neo,-33.97235906222293,151.13639552322255,Café,Kogarah Railway Station,1.1877309519607118
Allawah,-33.969629299999994,151.11428469999998,The Goni's Schnitzelria,-33.98487,151.13582,South American Restaurant,Carlton Railway Station,2.124181894057727
Allawah,-33.969629299999994,151.11428469999998,El Jannah,-33.964221,151.132478,Lebanese Restaurant,Kogarah Railway Station,0.2294995800529127
Allawah,-33.969629299999994,151.11428469999998,Seoul Dining Korean BBQ,-33.967222,151.103625,Korean Restaurant,Hurstville Railway Station,0.784483540737208
Allawah,-33.969629299999994,151.11428469999998,85°C Bakery Café,-33.9675095715435,151.10406253032414,Bakery,Hurstville Railway Station,0.8298714397571533
Ambarvale,-34.084425200000005,150.8017477,Leaf Cafe & Co,-34.076496,150.797,Café,Macarthur Railway Station,0.5017836343371926
Ambarvale,-34.084425200000005,150.8017477,Ah Dar’s,-34.075577,150.824343,Fish & Chips Shop,Campbelltown Railway Station,1.3654799062952008
Ambarvale,-34.084425200000005,150.8017477,Boost Juice,-34.0691758366667,150.81142683506022,Juice Bar,Campbelltown Railway Station,1.0432408484341806
Ambarvale,-34.084425200000005,150.8017477,Thai Centric,-34.07456843365583,150.8047167421323,Thai Restaurant,Macarthur Railway Station,0.7503754418108776
Ambarvale,-34.084425200000005,150.8017477,The Bavarian,-34.073048,150.79742,German Restaurant,Macarthur Railway Station,0.11996498516809202
Ambarvale,-34.084425200000005,150.8017477,Grill'd,-34.072815,150.79768,Burger Joint,Macarthur Railway Station,0.10263026314922441
Ambarvale,-34.084425200000005,150.8017477,Franky & Co,-34.06839,150.810432,Coffee Shop,Campbelltown Railway Station,1.0737520827744569
Ambarvale,-34.084425200000005,150.8017477,Kings Charcoal Chicken,-34.064287878502164,150.816427095038,Fast Food Restaurant,Campbelltown Railway Station,0.3915123911825092
Ambarvale,-34.084425200000005,150.8017477,King Kebab House,-34.06698004753235,150.81401327051861,Kebab Restaurant,Campbelltown Railway Station,0.7096640745198082
Ambarvale,-34.084425200000005,150.8017477,Centre Court Takeaway Café,-34.065809373328925,150.81509991485422,Café,Campbelltown Railway Station,0.5600289244879239
Ambarvale,-34.084425200000005,150.8017477,Seta's Cafe,-34.0674,150.812592,Café,Campbelltown Railway Station,0.846369329128592
Ambarvale,-34.084425200000005,150.8017477,The Shed,-34.07472,150.7969,Café,Macarthur Railway Station,0.30516663182928155
Ambarvale,-34.084425200000005,150.8017477,McDonald's,-34.07339578941403,150.79739388691902,Fast Food Restaurant,Macarthur Railway Station,0.15787252343906982
Ambarvale,-34.084425200000005,150.8017477,Subway,-34.06794,150.813016,Sandwich Place,Campbelltown Railway Station,0.8445458842391542
Ambarvale,-34.084425200000005,150.8017477,Boost Juice,-34.07488246751141,150.79749070271149,Juice Bar,Macarthur Railway Station,0.3232513175261698
Ambarvale,-34.084425200000005,150.8017477,El Jannah,-34.071202309255135,150.81014897781543,Lebanese Restaurant,Macarthur Railway Station,1.1968010908458953
Ambarvale,-34.084425200000005,150.8017477,Guzman Y Gomez,-34.072948999999994,150.79719390674586,Mexican Restaurant,Macarthur Railway Station,0.10707038212523241
Ambarvale,-34.084425200000005,150.8017477,McDonald's,-34.07119815206289,150.8105515079162,Fast Food Restaurant,Macarthur Railway Station,1.233814270083466
Ambarvale,-34.084425200000005,150.8017477,The Coffee Club,-34.07336740570244,150.7973859843768,Café,Macarthur Railway Station,0.15465259059195022
Ambarvale,-34.084425200000005,150.8017477,The Coffee Emporium,-34.076054,150.79787,Café,Macarthur Railway Station,0.4566472021804638
Annandale,-33.881223999999996,151.1709976,Cornersmith,-33.879027,151.172506,Café,Stanmore Railway Station,1.7469300302318966
Annandale,-33.881223999999996,151.1709976,The Glebe Hotel,-33.881775,151.194484,Pub,Town Hall Railway Station,1.4615760310182715
Annandale,-33.881223999999996,151.1709976,Coffee Nook On Swanson,-33.900275,151.189417,Coffee Shop,Erskineville Railway Station,0.3803050612563558
Annandale,-33.881223999999996,151.1709976,Azuki,-33.89861001347658,151.17560136428352,Bakery,Newtown Railway Station,0.5063488428135495
Annandale,-33.881223999999996,151.1709976,Deus Ex Machina,-33.88616669891152,151.179265688966,Motorcycle Shop,Newtown Railway Station,1.1092828163580524
Annandale,-33.881223999999996,151.1709976,McDonald's,-33.88797308412487,151.1718182439314,Fast Food Restaurant,Stanmore Railway Station,0.8519088736533759
Annandale,-33.881223999999996,151.1709976,Tramsheds,-33.87657370699242,151.17796595223243,Food Court,Newtown Railway Station,2.1823671907346123
Annandale,-33.881223999999996,151.1709976,Different Drummer,-33.88071418989379,151.18784713756784,Bar,Macdonaldtown Railway Station,1.8093916412432058
Annandale,-33.881223999999996,151.1709976,Sonoma Bakery Café,-33.880024806840765,151.1870780496685,Bakery,Macdonaldtown Railway Station,1.8802162611344362
Annandale,-33.881223999999996,151.1709976,Din Tai Fung (鼎泰豐),-33.88357876194413,151.19380084359128,Dumpling Restaurant,Redfern Railway Station,1.4189113127238604
Annandale,-33.881223999999996,151.1709976,Merchants of Ultimo,-33.88368445530666,151.19484416337949,Food Court,Redfern Railway Station,1.347581090641516
Annandale,-33.881223999999996,151.1709976,Cow & The Moon Artisan Gelato,-33.89896344466848,151.17209957849948,Ice Cream Shop,Newtown Railway Station,0.8111292614035498
Annandale,-33.881223999999996,151.1709976,The Bitton Café and Grocer,-33.90055499171095,151.190246450213,Gourmet Shop,Erskineville Railway Station,0.4321791088315377
Annandale,-33.881223999999996,151.1709976,West Juliett,-33.904695,151.172062,Café,Newtown Railway Station,1.2137702174459741
Annandale,-33.881223999999996,151.1709976,Social Brew Cafe,-33.871621,151.195122,Café,Town Hall Railway Station,1.1041555245803982
Annandale,-33.881223999999996,151.1709976,The Italian Bowl,-33.89594751842793,151.18087659000463,Italian Restaurant,Newtown Railway Station,0.06605627429055712
Annandale,-33.881223999999996,151.1709976,Saint John Espresso,-33.88056,151.18805,Café,Macdonaldtown Railway Station,1.8283970461704695
Annandale,-33.881223999999996,151.1709976,Gelato Messina,-33.8764306,151.1778741,Ice Cream Shop,Newtown Railway Station,2.19901779632655
Annandale,-33.881223999999996,151.1709976,Oporto,-33.898093342725836,151.17740240107358,Fried Chicken Joint,Newtown Railway Station,0.3385892956868066
Annandale,-33.881223999999996,151.1709976,Salt Meats Cheese,-33.8832174456366,151.1948667382077,Italian Restaurant,Redfern Railway Station,1.3870590770796327
Annangrove,-33.6574838,150.9460077,Meze Me Grove,-33.657623,150.931623,Middle Eastern Restaurant,Vineyard Railway Station,5.999100683148607
