Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Abbotsbury,-33.8692846,150.8667029,Orchid House,-33.87644877623281,150.87734584422387,Thai Restaurant
Abbotsbury,-33.8692846,150.8667029,McDonald's,-33.888235611539386,150.88175224821254,Fast Food Restaurant
Abbotsbury,-33.8692846,150.8667029,Thai Orchard House,-33.877573,150.882771,Thai Restaurant
Abbotsbury,-33.8692846,150.8667029,Pisa Cakes,-33.876193,150.876837,Dessert Shop
Abbotsbury,-33.8692846,150.8667029,Giglio's Fresh Chickens,-33.88615328274844,150.87016711693096,Fried Chicken Joint
Abbotsbury,-33.8692846,150.8667029,BP,-33.843734,150.863201,Gas Station
Abbotsbury,-33.8692846,150.8667029,Cecil Hills Takeaway Cafe,-33.88746145108704,150.84941660546818,Café
Abbotsbury,-33.8692846,150.8667029,Caffe Cherry Beans,-33.88598170627618,150.88924487984244,Café
Abbotsbury,-33.8692846,150.8667029,Gong Cha,-33.88636,150.88934,Bubble Tea Shop
Abbotsbury,-33.8692846,150.8667029,Crust Gourmet Pizza Bar,-33.888126,150.882251,Pizza Place
Abbotsbury,-33.8692846,150.8667029,Mili & Co,-33.887232,150.848412,Café
Abbotsbury,-33.8692846,150.8667029,Manaqish House,-33.871265,150.89034,Bakery
Abbotsbury,-33.8692846,150.8667029,Fratelli's Italian Restaurant,-33.867550750328455,150.88215646351986,Italian Restaurant
Abbotsbury,-33.8692846,150.8667029,Pho Cô Hai,-33.88449,150.89236,Vietnamese Restaurant
Abbotsbury,-33.8692846,150.8667029,Harvest Cafe,-33.88294796712915,150.86996266449628,Café
Abbotsbury,-33.8692846,150.8667029,Xi Yan,-33.883327,150.891882,Chinese Restaurant
Abbotsbury,-33.8692846,150.8667029,Lucky Thai & Lao,-33.884459420025806,150.89285947708265,Thai Restaurant
Abbotsbury,-33.8692846,150.8667029,Sea Master,-33.88673156536599,150.88793849615067,Fish & Chips Shop
Abbotsbury,-33.8692846,150.8667029,Maison Coffee,-33.87153,150.89044,Café
Abbotsbury,-33.8692846,150.8667029,HARV.est Cafe and Bar,-33.88636695177758,150.87015231299523,Café
Abbotsford,-33.8505529,151.129759,Trovatino Cafe,-33.85763952727476,151.13107788682234,Café
Abbotsford,-33.8505529,151.129759,The Grindhouse Cafe,-33.85135,151.15362,Café
Abbotsford,-33.8505529,151.129759,Village Bakery,-33.869912,151.129249,Bakery
Abbotsford,-33.8505529,151.129759,Appetite,-33.868194,151.129534,Café
Abbotsford,-33.8505529,151.129759,Cafe Elation,-33.8301,151.12642,Café
Abbotsford,-33.8505529,151.129759,Nield Park Pavilion,-33.86466131284446,151.14478453017418,Café
Abbotsford,-33.8505529,151.129759,Boronia Bakehouse,-33.82227558175694,151.1341903572605,Bakery
Abbotsford,-33.8505529,151.129759,Breakfast Baked Goods & Wholefoods,-33.842026,151.10757,Café
Abbotsford,-33.8505529,151.129759,Charlotte Cafe,-33.856143,151.14648,Café
Abbotsford,-33.8505529,151.129759,Dos Señoritas,-33.832645,151.127622,Mexican Restaurant
Abbotsford,-33.8505529,151.129759,Boronia Kitchen,-33.82097,151.13453,Australian Restaurant
Abbotsford,-33.8505529,151.129759,Prima Cucina,-33.85987,151.142451,Italian Restaurant
Abbotsford,-33.8505529,151.129759,Unwritten Bookshop Cafe,-33.82205785309875,151.134786203605,Café
Abbotsford,-33.8505529,151.129759,McDonald's,-33.8502016144458,151.1533814857012,Fast Food Restaurant
Abbotsford,-33.8505529,151.129759,McDonald's,-33.86979379629414,151.1144986400794,Fast Food Restaurant
Abbotsford,-33.8505529,151.129759,McDonald's,-33.873970287470925,151.12700543473437,Fast Food Restaurant
Abbotsford,-33.8505529,151.129759,Paperboy Concord,-33.844887,151.10735,Café
Abbotsford,-33.8505529,151.129759,Club Five Dock RSL,-33.8699283514254,151.12957038489813,Sports Bar
Abbotsford,-33.8505529,151.129759,Pasticceria Papa,-33.88036979291894,151.1389141901686,Bakery
Abbotsford,-33.8505529,151.129759,Rocco's Cafe,-33.86675422898259,151.1300340285341,Mediterranean Restaurant
Acacia Gardens,-33.7324595,150.9125321,Red Rooster,-33.72972619938839,150.9216975513693,Fast Food Restaurant
Acacia Gardens,-33.7324595,150.9125321,Eagle Boys Pizza,-33.74328933531272,150.92287392787543,Pizza Place
Acacia Gardens,-33.7324595,150.9125321,Leaf Cafe & Co,-33.70568971166749,150.91145309580506,Coffee Shop
Acacia Gardens,-33.7324595,150.9125321,Hungry Jack's,-33.72513300617564,150.9391799988788,Fast Food Restaurant
Acacia Gardens,-33.7324595,150.9125321,McDonald's,-33.744329715511704,150.91616316261354,Fast Food Restaurant
Acacia Gardens,-33.7324595,150.9125321,Chicken Run,-33.72641,150.88485,Fried Chicken Joint
Acacia Gardens,-33.7324595,150.9125321,Franky And Co,-33.743346,150.923169,Café
Acacia Gardens,-33.7324595,150.9125321,Simply Seafood,-33.742776055951744,150.9234874998415,Seafood Restaurant
Acacia Gardens,-33.7324595,150.9125321,Ribs & Burgers,-33.71893575403913,150.92021160424412,Burger Joint
Acacia Gardens,-33.7324595,150.9125321,Savariya,-33.72708,150.88531,North Indian Restaurant
Acacia Gardens,-33.7324595,150.9125321,Seafood Wizard,-33.72665970653197,150.90457677841187,Fast Food Restaurant
Acacia Gardens,-33.7324595,150.9125321,Marayong Take Away,-33.746466,150.900168,Australian Restaurant
Acacia Gardens,-33.7324595,150.9125321,Love Char Grill,-33.71860646714002,150.9202889990481,Middle Eastern Restaurant
Acacia Gardens,-33.7324595,150.9125321,Chong Co,-33.71776,150.92087,Asian Restaurant
Acacia Gardens,-33.7324595,150.9125321,18 Grams,-33.718709,150.919615,Café
Acacia Gardens,-33.7324595,150.9125321,Oliver Brown,-33.7056814597363,150.91131682001898,Café
Acacia Gardens,-33.7324595,150.9125321,Black Bear BBQ,-33.752365,150.910613,BBQ Joint
Acacia Gardens,-33.7324595,150.9125321,The Coffee Club,-33.71939975631386,150.92030036127662,Café
Acacia Gardens,-33.7324595,150.9125321,The Corner Shop Cafe,-33.72693,150.90462,Café
Acacia Gardens,-33.7324595,150.9125321,Michel's Patisserie,-33.74305,150.923324,Coffee Shop
Airds,-34.09,150.8261111,Amraya,-34.087048,150.832165,Pizza Place
Airds,-34.09,150.8261111,Ah Dar’s,-34.075577,150.824343,Fish & Chips Shop
Airds,-34.09,150.8261111,Boost Juice,-34.0691758366667,150.81142683506022,Juice Bar
Airds,-34.09,150.8261111,McDonald's,-34.07119815206289,150.8105515079162,Fast Food Restaurant
Airds,-34.09,150.8261111,Platinum Grill,-34.068883,150.8103,Diner
Airds,-34.09,150.8261111,Domino's Pizza,-34.07164,150.81042,Pizza Place
Airds,-34.09,150.8261111,Kings Charcoal Chicken,-34.064287878502164,150.816427095038,Fast Food Restaurant
Airds,-34.09,150.8261111,Centre Court Takeaway Café,-34.065809373328925,150.81509991485422,Café
Airds,-34.09,150.8261111,Waminda Bakery,-34.07193046523193,150.8296216110751,Bakery
Airds,-34.09,150.8261111,Thai Centric,-34.07456843365583,150.8047167421323,Thai Restaurant
Airds,-34.09,150.8261111,Flour Power Bakery,-34.072615,150.842454,Bakery
Airds,-34.09,150.8261111,Franky & Co,-34.06839,150.810432,Coffee Shop
Airds,-34.09,150.8261111,KFC,-34.071027347618156,150.81072249417988,Fast Food Restaurant
Airds,-34.09,150.8261111,Domino’s Pizza,-34.084057,150.813071,Pizza Place
Airds,-34.09,150.8261111,El Jannah,-34.071202309255135,150.81014897781543,Lebanese Restaurant
Airds,-34.09,150.8261111,St Helens Park Fish & Chips,-34.09749,150.81357,Australian Restaurant
Airds,-34.09,150.8261111,Court Tavern Choiky,-34.06475,150.814927,Chinese Restaurant
Airds,-34.09,150.8261111,Three Star Take Away,-34.07299,150.84189,Pizza Place
Alexandria,-33.9091568,151.1921281,The Grounds of Alexandria,-33.91077412580883,151.194405534518,Café
Alexandria,-33.9091568,151.1921281,Cafe Without A Name,-33.90347502882219,151.19878003283864,Café
Alexandria,-33.9091568,151.1921281,Coward Corner,-33.924051,151.186715,Café
Alexandria,-33.9091568,151.1921281,Coffee Nook On Swanson,-33.900275,151.189417,Coffee Shop
Alexandria,-33.9091568,151.1921281,RaRa Ramen,-33.89261010890802,151.20028003213176,Ramen Restaurant
Alexandria,-33.9091568,151.1921281,McDonald’s,-33.905933,151.203319,Fast Food Restaurant
Alexandria,-33.9091568,151.1921281,Azuki,-33.89861001347658,151.17560136428352,Bakery
Alexandria,-33.9091568,151.1921281,Hungry Chefs,-33.9011805,151.20972189999998,Café
Alexandria,-33.9091568,151.1921281,Yolk,-33.90419412899871,151.18604517180006,Café
Alexandria,-33.9091568,151.1921281,Longmenzhu,-33.922127,151.18602,Chinese Restaurant
Alexandria,-33.9091568,151.1921281,Plus Two,-33.900661,151.212414,Coffee Shop
Alexandria,-33.9091568,151.1921281,Bowan Island Bakery,-33.9056972028633,151.2127097703394,Bakery
Alexandria,-33.9091568,151.1921281,McDonald's,-33.91417133857871,151.1779422990406,Fast Food Restaurant
Alexandria,-33.9091568,151.1921281,Oratnek,-33.89003107838517,151.20440981595934,Café
Alexandria,-33.9091568,151.1921281,Little Evie,-33.89274759856608,151.2142914533615,Café
Alexandria,-33.9091568,151.1921281,Deus Ex Machina,-33.88616669891152,151.179265688966,Motorcycle Shop
Alexandria,-33.9091568,151.1921281,Sugarbaby Cafe,-33.92293072788345,151.18723031214876,Café
Alexandria,-33.9091568,151.1921281,The Italian Bowl,-33.89594751842793,151.18087659000463,Italian Restaurant
Alexandria,-33.9091568,151.1921281,Gelato Messina,-33.91821,151.2031,Ice Cream Shop
Alexandria,-33.9091568,151.1921281,McDonald's,-33.90169621927661,151.20151821545278,Fast Food Restaurant
Alfords Point,-33.9839091,151.0241615,Stacys Alfords Point,-33.994343,151.025356,Burger Joint
Alfords Point,-33.9839091,151.0241615,Gloria Jean's Coffees,-33.952126,151.012967,Coffee Shop
Alfords Point,-33.9839091,151.0241615,Revesby Abby,-33.961271,151.026635,Fast Food Restaurant
Alfords Point,-33.9839091,151.0241615,My house,-33.974578,151.005722,French Restaurant
Alfords Point,-33.9839091,151.0241615,Rio Grande,-33.953466,151.015745,Food
Alfords Point,-33.9839091,151.0241615,Java Lounge,-33.9541543294677,151.01795580284465,Café
Alfords Point,-33.9839091,151.0241615,Picnic Point Chinese,-33.97024,151.00819,Chinese Restaurant
Alfords Point,-33.9839091,151.0241615,Subway,-33.95195283600997,151.0130373017233,Sandwich Place
Alfords Point,-33.9839091,151.0241615,Blue Ocean,-33.953506,151.015715,Cantonese Restaurant
Alfords Point,-33.9839091,151.0241615,The Chook Shack,-33.953049,151.014922,Fried Chicken Joint
Alfords Point,-33.9839091,151.0241615,The Shop Picnic Point,-33.97102,151.00039,Burger Joint
Alfords Point,-33.9839091,151.0241615,Lugarno Cafe Carwash,-33.97791,151.04687,Car Wash
Alfords Point,-33.9839091,151.0241615,Gumbuya,-33.997932,151.0434,Restaurant
Alfords Point,-33.9839091,151.0241615,Lugarno Gourmet Deli Cafe,-33.97571363979278,151.0477024142969,Deli / Bodega
Alfords Point,-33.9839091,151.0241615,Lugarno Pizzeria,-33.97508,151.0475,Pizza Place
Alfords Point,-33.9839091,151.0241615,Elatte Cafe,-33.96829,151.03511,Café
Alfords Point,-33.9839091,151.0241615,The Heights Cafe,-33.965595,151.018952,Café
Alfords Point,-33.9839091,151.0241615,Bon Appetite,-33.95176889505312,151.0136923103911,Café
Alfords Point,-33.9839091,151.0241615,Rocksalt Tapas & Wine Bar,-34.01216,151.017093,Restaurant
Allambie Heights,-33.770506700000006,151.249675,Mr Grigors,-33.766243,151.25055,Café
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.76208373021749,151.27456679583543,Fast Food Restaurant
Allambie Heights,-33.770506700000006,151.249675,Staple Bread & Necessities,-33.791515,151.243508,Bakery
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.749902620337664,151.224431442015,Fast Food Restaurant
Allambie Heights,-33.770506700000006,151.249675,KFC,-33.75161726233065,151.24427437014972,Fast Food Restaurant
Allambie Heights,-33.770506700000006,151.249675,McDonald's,-33.75420567339641,151.26072120142422,Fast Food Restaurant
Allambie Heights,-33.770506700000006,151.249675,Roseberry Street Cafe,-33.790208,151.26706,Café
Allambie Heights,-33.770506700000006,151.249675,Chargrill Charlie's,-33.7505,151.22406,Fried Chicken Joint
Allambie Heights,-33.770506700000006,151.249675,Bally Bakeshop North Balgowlah,-33.79254913330078,151.24755859375,Bakery
Allambie Heights,-33.770506700000006,151.249675,Aggy’s Corner,-33.79056,151.26149,Café
Allambie Heights,-33.770506700000006,151.249675,The Calamari Kid,-33.77247,151.27954,Fish & Chips Shop
Allambie Heights,-33.770506700000006,151.249675,KFC,-33.78630840251363,151.26663295480165,Fast Food Restaurant
Allambie Heights,-33.770506700000006,151.249675,Nine Yards Coffee,-33.764354,151.267009,Coffee Shop
Allambie Heights,-33.770506700000006,151.249675,Four Brothers Espresso,-33.793502105934905,151.25058808649578,Café
Allambie Heights,-33.770506700000006,151.249675,Café Lélunar,-33.767398,151.264972,Café
Allambie Heights,-33.770506700000006,151.249675,Bakers Delight,-33.76854483507224,151.26657668713446,Bakery
Allambie Heights,-33.770506700000006,151.249675,The Thai,-33.750838,151.243899,Thai Restaurant
Allambie Heights,-33.770506700000006,151.249675,Elk+Bean,-33.766925,151.26239,Café
Allambie Heights,-33.770506700000006,151.249675,Berkelo,-33.76796,151.26933,Bakery
Allambie Heights,-33.770506700000006,151.249675,Fuel,-33.76300905611589,151.27173902570715,Café
Allawah,-33.969629299999994,151.11428469999998,Golden Sands Restaurant,-33.96757319999051,151.1073328140971,Cantonese Restaurant
Allawah,-33.969629299999994,151.11428469999998,McDonald's,-33.99113787332165,151.13299901920183,Fast Food Restaurant
Allawah,-33.969629299999994,151.11428469999998,McDonald's,-33.957002312862876,151.13751284645767,Fast Food Restaurant
Allawah,-33.969629299999994,151.11428469999998,Gyradiko,-33.94503502476137,151.12835629537798,Greek Restaurant
Allawah,-33.969629299999994,151.11428469999998,Starbucks,-33.96598,151.10582,Coffee Shop
Allawah,-33.969629299999994,151.11428469999998,The Good Filo,-33.98512,151.13645,Greek Restaurant
Allawah,-33.969629299999994,151.11428469999998,Common Ground Cafe and kitchen,-33.96652778596613,151.10366552563642,Café
Allawah,-33.969629299999994,151.11428469999998,Red Rooster,-33.978570843870784,151.12237644987536,Fast Food Restaurant
Allawah,-33.969629299999994,151.11428469999998,Fun House Ma La Tang 小欢喜麻辣烫,-33.967121056676746,151.10284566879272,Chinese Restaurant
Allawah,-33.969629299999994,151.11428469999998,18 Gram Espresso Coffee Project,-33.96687087190178,151.10233144014038,Café
Allawah,-33.969629299999994,151.11428469999998,Love Of Beans,-33.96887,151.1248,Café
Allawah,-33.969629299999994,151.11428469999998,Hong Kong Delight,-33.96762732638181,151.10278959525013,Chinese Restaurant
Allawah,-33.969629299999994,151.11428469999998,The Italian Job Cafe,-33.97247,151.0943,Italian Restaurant
Allawah,-33.969629299999994,151.11428469999998,Sunny Harbour Seafood,-33.96590262238162,151.1024177253732,Chinese Restaurant
Allawah,-33.969629299999994,151.11428469999998,Canton Noodle House,-33.96714448419305,151.10518388273002,Chinese Restaurant
Allawah,-33.969629299999994,151.11428469999998,Kafe Neo,-33.97235906222293,151.13639552322255,Café
Allawah,-33.969629299999994,151.11428469999998,The Goni's Schnitzelria,-33.98487,151.13582,South American Restaurant
Allawah,-33.969629299999994,151.11428469999998,El Jannah,-33.964221,151.132478,Lebanese Restaurant
Allawah,-33.969629299999994,151.11428469999998,Seoul Dining Korean BBQ,-33.967222,151.103625,Korean Restaurant
Allawah,-33.969629299999994,151.11428469999998,85°C Bakery Café,-33.9675095715435,151.10406253032414,Bakery
Ambarvale,-34.084425200000005,150.8017477,Leaf Cafe & Co,-34.076496,150.797,Café
Ambarvale,-34.084425200000005,150.8017477,Ah Dar’s,-34.075577,150.824343,Fish & Chips Shop
Ambarvale,-34.084425200000005,150.8017477,Boost Juice,-34.0691758366667,150.81142683506022,Juice Bar
Ambarvale,-34.084425200000005,150.8017477,Thai Centric,-34.07456843365583,150.8047167421323,Thai Restaurant
Ambarvale,-34.084425200000005,150.8017477,The Bavarian,-34.073048,150.79742,German Restaurant
Ambarvale,-34.084425200000005,150.8017477,Grill'd,-34.072815,150.79768,Burger Joint
Ambarvale,-34.084425200000005,150.8017477,Franky & Co,-34.06839,150.810432,Coffee Shop
Ambarvale,-34.084425200000005,150.8017477,Kings Charcoal Chicken,-34.064287878502164,150.816427095038,Fast Food Restaurant
Ambarvale,-34.084425200000005,150.8017477,King Kebab House,-34.06698004753235,150.81401327051861,Kebab Restaurant
Ambarvale,-34.084425200000005,150.8017477,Centre Court Takeaway Café,-34.065809373328925,150.81509991485422,Café
Ambarvale,-34.084425200000005,150.8017477,Seta's Cafe,-34.0674,150.812592,Café
Ambarvale,-34.084425200000005,150.8017477,The Shed,-34.07472,150.7969,Café
Ambarvale,-34.084425200000005,150.8017477,McDonald's,-34.07339578941403,150.79739388691902,Fast Food Restaurant
Ambarvale,-34.084425200000005,150.8017477,Subway,-34.06794,150.813016,Sandwich Place
Ambarvale,-34.084425200000005,150.8017477,Boost Juice,-34.07488246751141,150.79749070271149,Juice Bar
Ambarvale,-34.084425200000005,150.8017477,El Jannah,-34.071202309255135,150.81014897781543,Lebanese Restaurant
Ambarvale,-34.084425200000005,150.8017477,Guzman Y Gomez,-34.072948999999994,150.79719390674586,Mexican Restaurant
Ambarvale,-34.084425200000005,150.8017477,McDonald's,-34.07119815206289,150.8105515079162,Fast Food Restaurant
Ambarvale,-34.084425200000005,150.8017477,The Coffee Club,-34.07336740570244,150.7973859843768,Café
Ambarvale,-34.084425200000005,150.8017477,The Coffee Emporium,-34.076054,150.79787,Café
Annandale,-33.881223999999996,151.1709976,Cornersmith,-33.879027,151.172506,Café
Annandale,-33.881223999999996,151.1709976,The Glebe Hotel,-33.881775,151.194484,Pub
Annandale,-33.881223999999996,151.1709976,Coffee Nook On Swanson,-33.900275,151.189417,Coffee Shop
Annandale,-33.881223999999996,151.1709976,Azuki,-33.89861001347658,151.17560136428352,Bakery
Annandale,-33.881223999999996,151.1709976,Deus Ex Machina,-33.88616669891152,151.179265688966,Motorcycle Shop
Annandale,-33.881223999999996,151.1709976,McDonald's,-33.88797308412487,151.1718182439314,Fast Food Restaurant
Annandale,-33.881223999999996,151.1709976,Tramsheds,-33.87657370699242,151.17796595223243,Food Court
Annandale,-33.881223999999996,151.1709976,Different Drummer,-33.88071418989379,151.18784713756784,Bar
Annandale,-33.881223999999996,151.1709976,Sonoma Bakery Café,-33.880024806840765,151.1870780496685,Bakery
Annandale,-33.881223999999996,151.1709976,Din Tai Fung (鼎泰豐),-33.88357876194413,151.19380084359128,Dumpling Restaurant
Annandale,-33.881223999999996,151.1709976,Merchants of Ultimo,-33.88368445530666,151.19484416337949,Food Court
Annandale,-33.881223999999996,151.1709976,Cow & The Moon Artisan Gelato,-33.89896344466848,151.17209957849948,Ice Cream Shop
Annandale,-33.881223999999996,151.1709976,The Bitton Café and Grocer,-33.90055499171095,151.190246450213,Gourmet Shop
Annandale,-33.881223999999996,151.1709976,West Juliett,-33.904695,151.172062,Café
Annandale,-33.881223999999996,151.1709976,Social Brew Cafe,-33.871621,151.195122,Café
Annandale,-33.881223999999996,151.1709976,The Italian Bowl,-33.89594751842793,151.18087659000463,Italian Restaurant
Annandale,-33.881223999999996,151.1709976,Saint John Espresso,-33.88056,151.18805,Café
Annandale,-33.881223999999996,151.1709976,Gelato Messina,-33.8764306,151.1778741,Ice Cream Shop
Annandale,-33.881223999999996,151.1709976,Oporto,-33.898093342725836,151.17740240107358,Fried Chicken Joint
Annandale,-33.881223999999996,151.1709976,Salt Meats Cheese,-33.8832174456366,151.1948667382077,Italian Restaurant
Annangrove,-33.6574838,150.9460077,Meze Me Grove,-33.657623,150.931623,Middle Eastern Restaurant
Annangrove,-33.6574838,150.9460077,Kashi Indian Restaurant,-33.65606695653621,150.93948669246106,Indian Restaurant
Annangrove,-33.6574838,150.9460077,Cafe Rialto,-33.670706,150.956193,Pizza Place
Annangrove,-33.6574838,150.9460077,Cafe2U (Kellyville Netball Courts),-33.68342244489363,150.9349211935169,Café
Annangrove,-33.6574838,150.9460077,Annangrove Bar & Dining,-33.657654,150.931855,Café
Annangrove,-33.6574838,150.9460077,The Bakehouse North Kellyville,-33.68588,150.952038,Bakery
Annangrove,-33.6574838,150.9460077,Gustoso,-33.68547,150.952421,Pizza Place
Annangrove,-33.6574838,150.9460077,Barlame Thai,-33.686073,150.952,Thai Restaurant
Annangrove,-33.6574838,150.9460077,The Chook,-33.685746,150.952195,Fried Chicken Joint
Annangrove,-33.6574838,150.9460077,Barlame,-33.68618,150.95189,Thai Restaurant
Annangrove,-33.6574838,150.9460077,vespers,-33.671365,150.956278,BBQ Joint
Arncliffe,-33.938235999999996,151.145508,Espresso Haus Co,-33.934842,151.145239,Café
Arncliffe,-33.938235999999996,151.145508,Rocca,-33.92873075152198,151.15362385555892,Italian Restaurant
Arncliffe,-33.938235999999996,151.145508,Sushi Izu,-33.92878062538372,151.15358284603795,Sushi Restaurant
Arncliffe,-33.938235999999996,151.145508,"Meat, Greet & Sweet",-33.929771,151.153469,Mediterranean Restaurant
Arncliffe,-33.938235999999996,151.145508,Tea Talk 茶言茶語,-33.928953,151.153839,Bubble Tea Shop
Arncliffe,-33.938235999999996,151.145508,Summit Grill,-33.92876234685318,151.15358246307997,Burger Joint
Arncliffe,-33.938235999999996,151.145508,McDonald's,-33.957002312862876,151.13751284645767,Fast Food Restaurant
Arncliffe,-33.938235999999996,151.145508,IKEA Restaurant & Café,-33.92213965029686,151.16561794265655,Fast Food Restaurant
Arncliffe,-33.938235999999996,151.145508,Bay Vista Gateau,-33.96126762198091,151.15610751311212,Dessert Shop
Arncliffe,-33.938235999999996,151.145508,Toby's Estate,-33.93712437581328,151.1659719179105,Coffee Shop
Arncliffe,-33.938235999999996,151.145508,Abode at Brighton,-33.96046,151.15461,Thai Restaurant
Arncliffe,-33.938235999999996,151.145508,Paula's Cafe,-33.92874166130441,151.15360884693408,Coffee Shop
Arncliffe,-33.938235999999996,151.145508,Shanghai Fried Dumpling,-33.929090882105825,151.15376040817688,Dumpling Restaurant
Arncliffe,-33.938235999999996,151.145508,Warren & Holt,-33.91556,151.151133,Café
Arncliffe,-33.938235999999996,151.145508,VN Street Foods,-33.928906,151.153996,Vietnamese Restaurant
Arncliffe,-33.938235999999996,151.145508,Sir Braxton Chocolate Bar,-33.95092815895406,151.13982103028098,Café
Arncliffe,-33.938235999999996,151.145508,Philly Up,-33.92027,151.16754,Hot Dog Joint
Arncliffe,-33.938235999999996,151.145508,Top Impression Bakery Cafe,-33.92892,151.15356,Bakery
Arncliffe,-33.938235999999996,151.145508,Gyradiko,-33.94503502476137,151.12835629537798,Greek Restaurant
Arncliffe,-33.938235999999996,151.145508,Harry's Cafe de Wheels,-33.926027063692445,151.15938249623645,Food Truck
Arndell Park,-33.79,150.8761111,Yummy Tummy,-33.790848600529195,150.88962543720854,Sandwich Place
Arndell Park,-33.79,150.8761111,Gloria Jean's Coffees,-33.78939,150.889575,Coffee Shop
Arndell Park,-33.79,150.8761111,TheShed,-33.784867,150.853481,BBQ Joint
Arndell Park,-33.79,150.8761111,Pasa Baba,-33.77209928855204,150.87643712574402,Fast Food Restaurant
Arndell Park,-33.79,150.8761111,The Billabong Cafe,-33.76634603497089,150.88421252450556,Ice Cream Shop
Arndell Park,-33.79,150.8761111,Mcdonalds Rooty Hill,-33.77242,150.85751,Fast Food Restaurant
Arndell Park,-33.79,150.8761111,Red Rooster,-33.80234098499323,150.88118512642723,Fast Food Restaurant
Arndell Park,-33.79,150.8761111,New Wan Wah 新雲華,-33.784527,150.89966,Chinese Restaurant
Arndell Park,-33.79,150.8761111,The Old Boy,-33.776762,150.884166,Coffee Shop
Arndell Park,-33.79,150.8761111,Georges Takeaway,-33.76624368508368,150.88424092333327,Deli / Bodega
Arndell Park,-33.79,150.8761111,DoiTung Thai,-33.772921181361355,150.87686308685232,Thai Restaurant
Arndell Park,-33.79,150.8761111,Thai Spice Express,-33.789452,150.889349,Thai Restaurant
Arndell Park,-33.79,150.8761111,Octane Cafe,-33.80223833255504,150.87125185530394,Café
Arndell Park,-33.79,150.8761111,McDonald's,-33.801629727060664,150.88726946468543,Fast Food Restaurant
Arndell Park,-33.79,150.8761111,McDonald's,-33.80234400446531,150.88182183796323,Fast Food Restaurant
Arndell Park,-33.79,150.8761111,Oporto,-33.80165594797356,150.88761976331773,Fried Chicken Joint
Arndell Park,-33.79,150.8761111,Blacktown Chopsticks,-33.76733,150.88796,Chinese Restaurant
Arndell Park,-33.79,150.8761111,OAK Bar & Grill,-33.802328,150.869722,Bistro
Arndell Park,-33.79,150.8761111,McDonald's,-33.79318579175482,150.89756955823236,Fast Food Restaurant
Artarmon,-33.808955,151.18530880000003,Salvage Specialty Coffee,-33.80895728341055,151.1835568673033,Café
Artarmon,-33.808955,151.18530880000003,Ramen Genki,-33.80807465545813,151.1849583333398,Ramen Restaurant
Artarmon,-33.808955,151.18530880000003,Everyday Canteen,-33.807897,151.185282,Café
Artarmon,-33.808955,151.18530880000003,Whisk Espresso,-33.82209418174402,151.19654945311177,Coffee Shop
Artarmon,-33.808955,151.18530880000003,Bavarian Bier Cafe,-33.792623345673135,151.17947575773943,German Restaurant
Artarmon,-33.808955,151.18530880000003,Birdwood,-33.813176,151.169973,Café
Artarmon,-33.808955,151.18530880000003,gram,-33.79725771373065,151.18111547896837,Café
Artarmon,-33.808955,151.18530880000003,Yayoi: Japanese Teishoku Restaurant,-33.79735299961621,151.18520105107712,Japanese Restaurant
Artarmon,-33.808955,151.18530880000003,Tea Journal,-33.797809194208384,151.18105699636536,Tea Room
Artarmon,-33.808955,151.18530880000003,Saigon Rolls,-33.8223555046644,151.19488773526916,Vietnamese Restaurant
Artarmon,-33.808955,151.18530880000003,Starbucks,-33.79612251408982,151.18330408293164,Coffee Shop
Artarmon,-33.808955,151.18530880000003,Chatswood BBQ Kitchen,-33.7956050207716,151.18488112133943,Chinese Restaurant
Artarmon,-33.808955,151.18530880000003,KFC,-33.79731575943672,151.18398629718553,Fast Food Restaurant
Artarmon,-33.808955,151.18530880000003,Hawker Lane,-33.79602536611721,151.18390447168449,Food Court
Artarmon,-33.808955,151.18530880000003,Guzman Y Gomez,-33.824644919393194,151.20123243130013,Mexican Restaurant
Artarmon,-33.808955,151.18530880000003,Manpuku Chatswood,-33.79427485699891,151.18955911960367,Japanese Restaurant
Artarmon,-33.808955,151.18530880000003,Khao Pla,-33.796495679067434,151.1833691534041,Thai Restaurant
Artarmon,-33.808955,151.18530880000003,The Steam Engine,-33.796704772759504,151.1812167548253,Coffee Shop
Artarmon,-33.808955,151.18530880000003,Pottery Green Bakers,-33.81391421369657,151.17004183817568,Bakery
Artarmon,-33.808955,151.18530880000003,Din Tai Fung (鼎泰豐),-33.797367842308866,151.18382663714718,Dumpling Restaurant
Ashbury,-33.9001107,151.11807240000002,McDonald's,-33.90483849765655,151.12821889630905,Fast Food Restaurant
Ashbury,-33.9001107,151.11807240000002,Goodbye Horses,-33.891864913343454,151.13833185319882,Coffee Shop
Ashbury,-33.9001107,151.11807240000002,Andiamo,-33.891487,151.13802,Italian Restaurant
Ashbury,-33.9001107,151.11807240000002,Machi Machi,-33.87795,151.103413,Dessert Shop
Ashbury,-33.9001107,151.11807240000002,Charcoal Chicks,-33.8837120492162,151.11439229241682,BBQ Joint
Ashbury,-33.9001107,151.11807240000002,Paisley Lane,-33.88355,151.11415,Café
